label,title,content
1,Good but not as good as Lacuna Coil,"As with most others, I first heard Evanescence with the hit single ""Bring me to Life"". Surprisingly, given the amount of airplay this song has received of late, this is actually not one of the standout tracks on the band's debut album ""Fallen"" - songs such as ""Taking over me"", the second single ""Going Under"", and the beautiful ""My Immortal"" are far more memorable. While there is no disputing Evanescence's talent, they still have a long way to go before topping European rockers Lacuna Coil, who sound similar and yet seem to have that little bit extra skill, variety and depth in their albums."
0,Read WE instead,"This slender book (maybe emaciated would be a better word) is a meager re-hash of a few of the ideas that Evgeny Zamiyatin used -- brilliantly, incisively, and with far more vinegar and fire in his writing -- in his classic WE, which predates both BRAVE NEW WORLD and 1984. If you've already read ANTHEM, dig up WE and read that. For all of her vest-pocket nattering, Rand didn't have a tenth of the genuine creative power of Zamiyatin -- or his more genuine philosophic sense. ANTHEM is a bloodless, flabby little parable that gets blown clean out of the mind by the sinister power of WE.Zamiyatin died in exile -- he left the country rather than continue to endure censorship -- with his works censored by the Russian state apparatus and his legacy all but forgotten. Rand went on to found her own mini-empire of publishing and lecturing. Knowing Rand's thinking, she probably would have blamed him for it all."
1,"This is not the same Evereve that released ""Stormbirds""","After the somewhat disappointing release of ""Regret"", Evereve have undergone a almost complete make-over musically.....The music is heavier than ever, but with the inclusion of electronics that was hinted at with ""Regret""....Evereve have reached an amazing level of songwriting ability... The music captures you and doesn't let go.... very, very original..The songs are all well crafted, dark, and melodic... This will probably appeal to fans of Darkseed, Paradise Lost, Moonspell, or even early Stabbing Westward..."
0,"Heavy Duty Contractor Trash Bags ""Just as Good""","Space bags are cheaply made, if your not careful you'll rip the seams out of them, but even if you are careful the bag will not keep air out for very long. Air like water is nearly impossible to keep out of anything that it surrounds so if your looking for ""space saving"" get a box of Contractor's Heavy Duty Trash Bags and fold your items placing them into the bag, gather the bag around the vacuum cleaner hose, when the air is removed tie a knot in the bag. Like the Space Bag the air will leak back into the Contractor's bag but the knot and the seams will hold, you've gained space and it cost you about a quarter."
1,Great movie,Love the series and this a great addition. The action is good and the story line is great. A must see for Bourne fans. However if you haven't seen the other Bourne movies you won't even begin to understand this one.
1,Still a great read,"I read this about 8 yrs ago,found it in a used book store.I still think about it.A wonderful fish-eye view of a long journey with good and hard memories.The dynamics between father and sons juxtaposed with vibrant scenery make this a book you wont want to put down.Bravo!"
1,Not Your Average Urban Drama,"Girlz Night Out by Lucio Dutch is a fast-paced page turner with plenty of drama and unexpected turns! Hidden within the characters of each woman are valuable lessons that every woman can apply to her own life. The author, Lucio Dutch has mastered the delicate balance of being entertaining and educational. I'm anxiously waiting for his next literary jewel!"
0,Stop DRM!,"If someone want, nothing stops him from hacking the game, or downloading cracked version. I am buying software to support developers, not because I cannot download pirate version. But I will not deal (read support developers) with DRM! and such limitations!"
0,Disappointing,"This game was a huge disappointment for me. I loved the first Rogue Squadron on the N64 and still love and play Rogue Leader on my GC, but this game just had me disgusted. The levels all seem to rush you from one cinematic to the next. I know the medals all have strict time requirements but in Rebel Strike it felt like there wasn't any free time to explore or just have some fun shooting down Imperials. How are you supposed to get any of the upgrades? For me a game must first be fun and I didn't have any fun."
0,Don't be fooled by the glowing reviews here,"I can't for the life of me understand why so many people like this book so much. It's the worst piece ... I ever finished (Stephen King's It being the worst one I didn't bother finishing). If you know ANYthing about the Aztecs, you know that most of what happens in this book is absurd and stupid. There are so many better books, don't waste your money & time on this one. Go read Stephen King's The Stand."
0,Bad judgment!,"I enjoy this band tremendously live, but they made an EXTREMELY poor decision to use keyboards on their album instead of a piano. The very cheap synthesizer sound drags everything down with it and gives every song a feeling of modern poverty row. Guys, re-record this with a genuine piano!"
1,Excellent flow of the plot,"This is not, in my opinion, James Patterson's best book to date. However, it is a very entertaining and a pleasure to read. I couldn't wait to find what happened, page after page. Given to me as a Christmas present, I simply couldn't put the book down till early Christmas morning. Well worth reading, no-matter how much of an Alex Cross fan you are."
0,"this is the rubies 3180 ""1992 edition"" mask","This is the rubies mask that you can get for $22-$25 from other sellers. The mask is a good design but if your head is bigger than 20"" then this mask won't fit you at all. It will just squeeze your eyeballs out and put a chokehold on your face. Just beaware of this. I made the mistake of ordering from this seller and now I'm stuck with the mask since they won't honor a return because of ""sanitary"" reasons."
1,Exactly As Expected,"Or perhaps, exactly as hoped would be better.I didn't notice my origional adapter had gone bad until it was too late and my laptop battery was almost depeleted.The product works very well with my older model Toshiba laptop.Thank You"
0,Incompatible with SDHC or 4GB CF cards though specs say otherwise,"I've had this card reader/hub for nearly a year. Until a month ago, it worked just fine. However, I've recently found that neither my 4GB Transcend SDHC card nor my 4GB Kingston 45X Elite Pro CF card is recognized. I wrote to i-Rocks to request replacement under warranty, and they tell me that I need to upgrade to a more recent card reader/hub. The more recent item (IR-8110) is not even listed on their website, and the specs for the IR-8000 clearly state that SDHC cards are supported.i-Rocks customer support refuses to acknowledge their error. This is the last time I'm going to buy one of their products."
1,This book made me love to read again!,"I was in the Book Den in Santa Barbara with my husband, looking for mystery novels for his grandmother. Carrie - a gifted librarian who works there looked at me - sizing me up - and said ""You should take this book, I think you'll really like it"". I was skeptical, I hadn't loved a book since ""The Outsiders"" in middle school, but my husband bought it for me anyway. I am now a converted book worm. This book made me love to read again!"
1,The best album of its ilk!,"As a former member of the band that recorded this album, I have to say that is just might be the album to change the way the world thinks about music. It's Rawsome!"
0,Broken case should have been mentioned,"Be sure & let your bidding audience knwo the package is going to be busted up...yea the CD was ok but the disc case that is supposed to protect the CD is busted, twisted, & damaged - you should have mentioned that so I could have selected a CD that was actually ""like"" brand new for the same price."
0,DO YOU LIKE NOT HAVING A CHOICE?,"Do you like being physically dominated by a man? Do you like being bound & naked continuously? Do you like having no say so over your own body? Do you like having all decisions made for you without being asked? If your answer is YES, then buy this book. If your answer is NO then don't."
0,Not very good as time goes on,"The first 3 uses of this clipper worked well. Very easily to cut hair, cool to warm temperature of blade, looks good. After literally the 5th to present number of uses, the problems so far:1. The temperature of the blade becomes unbearably hot after about 15-20mins. It gets worst in the summer when its humid.2. The blade actually started to rust! Had to wipe off the rust repeatedly to remove it.I took care of this thing very well: oil blade before and after use, brush off hairs and cut hair only once a month.Conclusion: The bad reviews on this thing is true. I would not purchase this again or recommend anyone to buy this."
1,Fantasia the Great,"You don't have to be mathematically inclined to enjoy this collection, but it helps. On the other hand, if you take your math too seriously, this book may go right under your head. This anthology was first assembled in 1958, with some stories dating back to the 1920s, so some of the accounts of how machines could be used in the future now make one want to say, ""If only you knew"". Some of the best stories, however, are timeless. Section 2 (Imaginaries) is the best; my favorites are A Subway Named Moebius, And He Built a Crooked House, A Botts and the Moebius Strip, The Captured Cross-Section, and No-Sided Professor. A science-fiction writer friend once pooh-poohed this collection as amateurish sci-fi, but the rest of us will love it. It's great to have it back in print."
0,to basic for the advanced player,"Ok, this is fine if you don't know your theory very well. However if you do then no its to basic and predictable. If you fairly educated then do not buy this book. It's like many books out there. It takes basic ideas and drags them out to much. If you know your scales and modes then this book is a waste of time."
1,A Kind of Hush: Lightweight or Light Emitting?,"I've heard this performance and the song itself called lightweight and other disparaging things. I disagree. I find it a seductive and joyous song, evokative of the flirting of a young woman in her prime on a bright summers day. Its has the simplicity characteristic of all masterpieces, and is devoid of the pretentiousness and grand illusions that sophisticates admire and celebrate, as reflections of their own inflated self regard.As for the remarks about Death Metal that someone posted - I know that many of its greatest exponents are also among the greatest fans of Karen Carpenter themselves, which reveals the true ignorance of the individual who posted those remarks as an insult to her memory."
1,yuck!,This book is very interesting. It has [lots of descriptionsabout people -just what I needed to keep my attention. My favorite part [are allthe descriptions]. This book is interesting and you won't get it from your parents because they will be majorly grossed out... hopefully not YOU! I recommend this book to kids who don't like to read much because this one will keep you awake for weeks.
1,Very Good Entry Level Overview,"For beginners in marketing research, this book will give you a strong understanding of the basic approaches and the relative values of different strategies.The best value this book should provide are to people who believe that their business is doing market research by interviewing a few customers or conducting an occasional study. This book will clearly articulate the value and the errors that limited study can offer your business or group.Especially valuable to Product Managers, Sales People, and their managers."
0,What a ripp offf!!!!,"What a plastic piece of junk.Made in china, it is not anywhere close to water proof, just 2 sides pressed together, I'm afrain if it's dropped it will come apart ina bout a dozen pieces.The light is verrrrry dim, my small penligh is brighter with more throw.The radio is pure static.They don't include anykind of cell phone adaptor, rendering THAT useless, and the ye don't include a 6 volt input to quick charge.The ad is misleading the box is misleading.It's more suitable for my granson, i'm gonna trade him for his hasbro light evenup because the only thing that seem s to work onthis one is the cute flashing red light, and the obnoxious yet useless siren, he'll like that.but for serious use, this is dangerous to rely on.A total ripoff,it's not even worth the 9 $ shipping and I am going to refuse payment."
0,bobble headed goofballs in hollywood strike again,"and the lemmings came out from woodwork and coughed up copious amount of dollars.1st off,godzilla is corny.she blows fire and whines.when shes fighting other corny beats it fun.the tv version are campy laughfests.the fact that this was gone after its 2nd weekend justifies the 1 star."
1,"Super, Wonderful, Great, Terrific- I can't say enough!","I've read this book 5 times now, and when you finish it for the first, I'm sure you'll start reading it again! The plot is perfectly balanced, and with lots of twists and turns, you get to love Thomas Jefferson one minute and hate him the next. Mrs. Rinaldi knows how to write!!!"
0,Not so great at all!,"People, the cable merely worked. It is well made and it did transmit the sound signal but the input signal was very low using a Shure SM-58 with a MacBook Pro 17"" mid 2010. If you need to record with a microphone, you'll need an external audio interface with a good mic preamp in order to plug the microphone to it. The preamp will increase the mic signal, and you'll be able to get a good sound signal in your recording application."
1,The man who went up in smoke,"Highly readable, well thought out plot, Beck his usual glum self. I always enjoy reading the Beck stories he is so very Swedish."
0,EA Sports. Get Out of The Game.,"EA Sports, purveyors of mediocrity for many years now, hit a new low. It's inconceivable that someone actually green-lighted this game with such glaring errors. To me a glitch is something minor that doesn't affect gameplay. To have released this game as it is...well, downright criminal, if you ask me. But hey, it's only 40 of your hard-earned dollars, right? And WHATEVER you do, don't buy it from GameStop or EB Games. No. As far as they're concerned, the game isn't defective. It's a problem for EA Sports, they just want to take your money. Well, guess what? Never buying another EA Sports game, and I'm damn sure never shopping at GameStop or EB Games. Why did I not shop Amazon in the first place?"
0,Oasis the Beatles wannabees,"OKAY let's state the obvious here: You don't have to be real hard core Beatles fan to notice how Beatlesque the band Oasis sounds. <Note to Noel Gallagher: you're full of it, man. You shouldn't call people nipples especially when they're the guitarist for the band you're trying to (miserably, I might add) copy off of.> This CD sounds like what a Beatles tribute band would sound like if they tried to write all original songs...it still has that strong Beatlesy vibe to it. This CD is a crappy, lame British Invasion revival attempt by a bunch of sad poseurs who can't find their own sound so they try and rip off of the one British band that started this whole thing. I don't like Oasis because of who they are and what they have publically said about one of my idols, and yes I know that personal opinions shouldn't affect the way I feel about their music, and so I'm rating this album 2 stars 'cause you gotta give these guys at least some props for trying."
0,Not funny,"I read a review that this book was funny. I laughed only once. I read in on vacation in the Bahamas. Not the best idea, a real downer. Too bad she's Canadian, I had high hopes."
1,Amazing...,"This is a must-have for anyone who is a fan of anime. I was blown away by this oustanding series. Its got everything, top-end animation, great music, deep storyline, comedy, robots coming out of peoples heads and then battling intensely. From the very first episode I saw, I knew it was the best show I have ever seen. I give it 5 out of 5 stars and then a hundred more. I suggest buying it the nanosecond after you finish reading this."
1,Prometheus Rules!!,"Being a huge fan of the Alien series of movies, I could not wait to watch this. While I would have preferred a prequel, true to the Alien series, I was happy with the treatment and absolutely loved Noomi Rapace in her role. Something in the ending cost it the 5th star, I was not ""satisfied"" and would have preferred something different!!"
0,Disappointed,"I bought this book because the author's first book was helpful, and I was very disappointed. The book is not worth the money. The information is 2 years old and is all available on the internet. Save your money."
0,Certainly wholesome but.............,My seven year old boy didn't even make it to the end. He walked out of the theatre. Boring.
0,Would not buy,I would not leave these outside with the wind blowing. May keep car from rolling but I would not trust them too much. Cheap!
1,Very helpful for anyone working with kids,"This book was recommended to me by a peer before I started work with academy soccer players, and I have to say that it has proved to be very useful. I had previously worked solely with adults so some research was much needed. Don't be mislead by the colorful and childish cover as it has some great content - both scientific and practical.It is rare to find a science-based book that reads so well cover to cover, but is equally useful as a reference.There are opinions of certain topics such as strength training that could be argued, but then what good book doesn't challenge certain ideas or practices. It is of my belief that children's training is often an afterthought or merely based on adult models when in-fact kids are our future, and so we need to invest more research and effort into programming for them. Getting this book should certainly help you in this process."
1,"Management, Patton Style","Charles Province did an excellent job of compiling Patton's thoughts on leadership and how it applies to business. It brings a contrast between leadership and management concepts. He also linked the thoughts of Charles Deming to some of the messages. I have used selected points in sharing practical leadership and management principles with my business associates.Like any book, read it with a critical eye. Management and leadership studies are an evolutionary process. We should never stop learning.As an officer in the Army, I appreciate the candor of Patton and the book's focus on application. The messages are motivational. I would highly recommend the book as required reading and a forum for discussion."
1,ABSOLUTELY INCREDIBLE,very few movies produced today or any other time in history for that matter has the inspiration and emotion as this movie does. in my humble opinion this film is one of the greatest movies of all time. this movie teaches us the value of never giving up under any circumstances no matter what the situation might be. ( dignity and humanity is worth fighting for ) JUST REMEMBER.....when you think that you have given absolutely everything that you have left to give to the point of human exhaustion always remember that there is always just a little bit more hidden away deep in you're soul to give and that little bit more in which i speak of is what we survive on.
1,DVD player,"The DVD player arrived promptly. The price and shipping charges were quite reasonable. In terms of functionality, it is easy to use and the quality of the picture and sound are excellent. I have only used rented DVDs thus far, so I can not speak of other formats. On rare occassion, it will get hung up on a DVD and one needs to unplug it and re-plug it in to get the DVD to eject. But after this it has always worked. I have only had it for a couple of months, so I can not speak about how long it will last."
1,Easy and Effective,"I started my 2 small goldfish out in a 2-gallon bowl without a filter and noticed that they were spending a lot of time at the surface gasping for oxygen. I moved them into this tank and they are doing great! They love the extra space and they never go to the surface for oxygen. The filter keeps the tank as clean as when I first set it up. Set-up is minimal and very easy. This tank is probably more ideal for a single beta fish or a few very small fish because my goldfish will eventually grow out of this tank and I will need a larger one. But for now, it works great.Just a note: I did initially have a problem with the filter being extrememly noisy, and the troubleshooting advice in the manual did nothing to help. However, I returned the tank to the store and received a brand new one, which has worked perfectly since I set it up!I highly recommend this tank!"
1,"Presto, chango, Magic is fun...WE'RE DEAD!","I saw this when I was 12 years old and it freaked the shiznit out of me - low on gore, high on psychological thrils, MAGIC is an old-school horror flick of the classic kind - anchored by Anthony Hopkin's early bravura dual performance as Corky/Fats - but what I remember most about MAGIC isn't the movie, but the scary as hell TV spots that used to run back in the 70s on late-night TV - the bonus materials explain that after the simple, yet very creepy TV ads ran ONCE on TV in New York, they were pulled due to parental complaints about frightening their little tots - they're weren't far of the mark - as the camera pulls in and ""Fats"" intones his evil poem - ""Magic is fun...we're...DEAD!"" - you'll feel your blood turn to ice. A nice DVD to complete your horror collection - [...]"
1,Palace's best,"This is presumably not only the best Palace album, but also one of the best albums of the nineties. Produced by Steve Albini, Viva Last Blues offers you everything you always wanted. Mountain, New Partner, Brute Choir...brilliant songs with funny as well as personal-emotional lyrics! Check this out."
0,"Not vista compatible, contrary to write-up","The drive itself works fine, but the software/driver package is incompatible with vista. A new version of the writing software must be purchased in order to use this drive for bluray discs. I attempted to contact the company twice to get this issue resolved, but never received a response."
1,Enjoyable,"I got hooked on historical fiction after reading the Gore Vidal series. Citizen Washington wasn't quite as good in my opinion, but it was still engaging and very enjoyable. I liked the short narratives that still made us involved with every character.Could have used a little less battle scenes in the latter half of the book, but then I've never been a fan of them no matter where. Overall I highly enjoyed the book."
1,Nissan 18 oz travel mug,"After lots of research, I purchased (2) of these mugs. My husband & I are avid coffee drinkers. We do really like this tumbler. It keeps coffee hot for a long time. I also like that the lid screws on easily & you can flip it closed on the top incase you got it a little full, w/ stop & go traffic. It holds a decent amount of coffee & the rubber grip on it is nice too. The cup size it not odd shaped either, it fits a regular coffee holder in vehicles. The cup is not dishwasher safe, but I do put the lids thru the DW. Seems like these were on the expensive side but I think worth it, we have had lots of other coffee cups that dont keep stuff hot or are hard to get the lid on etc etc. I am pleased w/ our purchase!!"
1,"Nice, somethings could have been better in the movie but over all good for price",I choose this rating because I liked the twist in the movie & the ending and enjoyed seeing it in theaters.I do believe it could have been better I don’t know how or what I personally would have changed in the movie but something’s could have been funnier.I would recommend this to anyone it was cheap $4.99 for a Blu-Ray I don’t believe you could beat that price.
0,The Beatles?,"I loved Fashion Nugget, but Prolonging the Magic should be called ""MILKING THE FANS FOR ALL IT'S WORTH"". I thought this band had the most original sound to come along in a long time, UNTIL NOW! I hope they can find the sound they once had."
1,"People are weird, and this gem is great!!!","I have no idea why everyone's all mean to this Pacific Digital product. I mean, it's a pretty cheap price, but a good product for what ur paying. I refurbished a desktop, and added this DVD Burner, and it's been working fine ever since. I have no complaints whatsoever. I think the people who are whining about it should've paid more money for a better name-brand product. But, as I said, for the price, it's a good burner."
0,Not as good as other Star Wars books,"This book was VERY, VERY disappointing to me and the I've only read a few Star Wars Books. The book was difficult to understand in some parts and boring in others, with 1 or 2 exciting parts. I liked Rogue Squadron more than this, it was the only other X-wing book I read."
1,Great Buy for the Price,You can't go wrong with this item for the price compared to other models. I've had mine for about 3 mos. and been very satisified. If your looking for a decent model with easy to use features I would recommend this model. It does the job. I've heard APEX support service could be a problem but I've had no need for them. I would recommend the Memorex DVD-R & RW's. I've been pretty happy with the quality and able to play them on both my Sony and Panny DVD players.
0,Don't Waste Your Time or Money,"You will read other reviews saying that the coffee maker would dump coffee all over the counters. I read them too thinking as another reviewer that it couldn't be that bad. Well it was. After six months of battling this beast, we finally put it to rest along with a $140 investment. Don't waste your time or money on this one. I wish that we had not."
1,Very useful,"I use it very often and it's very useful. I normally take it to the beach for my baby girl's items, so I can have hands free to carry something else. It's just a perfect size for me (I'm not tall at all)."
1,Review of How to Know Freshwater Algae,"This is a fantastic book for those interested in identifing algae to a Genus level. I work as an aquatic biologist for a private microbiological testing and consulting firm, and I use it everyday. The book offers very good discriptions and lots of helpful illustrations. The one thing I don't like about the book is that it fails to include size ranges of the organisms. I would highly advise anyone who deals with freshwater algae on a regular basis to pick up this book. It will definately come in handy!!"
0,"Crude, Inane, Poorly Acted, Boring","Even more importantly, it was so bad it was painful to watch. There's nothing clever, original or funny about it."
0,VERY BAD QUALITY!,I bought these as an extra to have lying around and was VERY disappointed at the quality. I wasn't expecting much for the price but the sound quality for these is VERY POOR! I plugged them into my MP3 player which was set at the volume that I like and sounds great on my Skullcandy earbuds but these sounded distorted and the bass was near nonexistant. I will stick to Skullcandy in the future....
1,Great Great Great!!!!,Am in love with Mad Men and have enjoyed every episode. Especially enjoyed commentary with every episode. Remembering the Cuban Missile crisis and how very close we came to nuclear war
0,Star Wars Blows it Away!,"The Matrix is one of the worst films in a long time. The dry, lifeless plot matches the dry, lifeless characters. Don't waste your time on this film. It's one of the most irrelevent ,pointless movies ever made. Instead people should turn to any of the 4 Star Wars films , the true Sci-fi epic the Matrix will never be."
0,Buyers Beware!,RCA does not stand behind is product! I bought an MP3 that they admit is DEFFECTIVE but they will charge me $62 for a replacement when I paid $59 for it at a local store! And no there products are NOT Vista compatible. They don't have any other alternative drivers or software for vista at this point. But I found a way around that to find out that the Mp3 player itself is deffective. Spent an hour on the phone with customer service and she told me I should send it back but I would have to pay more to replace it than I paid for it new! There customer service also informed me I wasn't the only one with these problems! STAY AWAY FROM RCA!!!! I had a similar thing happen some years ago with an rca VCR!
1,Elvis and a Great collection of his movies!,"I've always enjoyed seeing Elvis movies every so often and here is a superb collection. The conversion of the movies to DVD was good and seemed without any flaws. Each movie is pressed onto it's own individual DVD. 2 DVD movies per case, 4 cases and 8 movies. The velvet outer case is a nice touch.You can't go wrong with this collection. I wish they had another version with some of his other movies. After looking over all of the movies made by Elvis I didn't really realize he was churning them out that fast! I chose this collection too, because it has been many years that I have seen ANY of these movies from this collection."
0,GPU202 has problem with my Omnibook 6000,"The GPU2002 I bought doesn't work properly with my Omnibook 6000. The data in the external USB2 disk got lost. From the previous reviews, its performance seems to be a random thing, depending on the machine you have."
1,Maybe a bit too good =),"Let me make this clear - My boyfriend buys me these things not me. Mostly because if I allowed myself to buy them, I'd never eat anything else. Yeah. They're that good.They aren't dry and crumbly like most gluten-free goodies, but rather soft and chewy. They have a great real cherry flavor that my boyfriend loves (so he gets to eat most of them anyway). And since they're individually wrapped they are perfect to throw in a bag and take with you for a snack if you're going to be someplace where you don't know if you can get something to eat.The reason that I give them 4 stars instead of 5 is because as good as these taste, they still give me a tummy ache. I can handle one, but after that I think they are just a little too rich for me to handle. So eat with caution and maybe just learn to really enjoy one at a time."
1,Alice Clips,"They are what they say.. plain and simple, work fine. You can never have to many. Gave them four stars for being Made in Vietnam."
0,Very wobbly,The runount on these collets is terrible. I tried 3 of them and they're all bad. It's very noticeable with tall and heavy bits. I would expect much better from a company with a reputation like Porter Cable. It looks like their quality control has gone down the toilet.
0,What was the big deal?,"I bought the game, based on all the hype about H3 and H2 for Vista. It was OK, but frankly, HL, a game of the same era was more interesting. Maybe I am just jaded by the current generation of games such as HL2 EP2 or BioShock. In any case, OK for an older game, just don't pay much for it at this point in its existance."
1,Perfect for my needs,"I needed a cake pan to make 2"" cake balls for a billiards table birthday cake. None of the cake decorating sites had what I needed. I found this pan on Amazon and, after verifying that they had the best price, I ordered it. It was perfect for my cake needs. My customer was very happy with his cake!"
1,Great product for fat burn,"I recommend it because I am trying to lose weight (and succeeding). I've lost 20 lbs this month, but that's incorporating eating healthier (higher protein diet and organic food) and excersize. I drink one shake in the morning (I just mix it with 8 oz of skim milk), and one after weight training. It works for weight loss because it does not contain all of the fat, calories, and carbohydrates that other protein powders contain, e.g., Muscle Milk. Don't get me wrong Muscle Milk is good for those trying to bulk up, and pack on the muscle. This protein powder simply gives me the protein that I need to build/maintain muscle compostion which subsequently burns my body fat."
0,One star is still too much,"I have read many bad books, but this one has the distinction of being the worst ever. It's disconcerting to see with what an impudence the authors pretend to write scientifically and at the same time present the reader with a hurredly-written stuff which looks like those school papers jumbled together late on Sunday. There isn't the least effort to deceive the reader as to the real aim of the book: to fatten the authors' bank account.The comments are such that a twelve-year old would be ashamed to make; the ""science"" is a downright sham; the ""test"" developed by the authors, and called MSCEIT, is in truth a DECEIT; and the authors are not so intelligent if they think anyone who read such a thing will ever buy another book by them.I leave the readers this last piece of advice: if you want to write an Emotionally Inflamed Review, then buy this book. Below there are a good many samples of the kind of thing you will soon be writing - and posting here."
0,Movie lovers-you can skip this book,"Before I purchased this book I read the two prior reviews and thought I'd give it a try. I found that if you enjoyed the movie on any level (cast, characters, actors, story-line), then forget purchasing this book. It has absolutely nothing to do with the movie in any way. They must have just liked the title and purchased the rights to it.I found the writing to be readable but not outstanding. The story unremarkable. None of the characters likeable or warm in any way with no real direction. If you want to read a modern day western, then Annie Proloux or Larry McMurtry or Tony Hillerman are far superior. This was a dissapointment."
0,"Ugly, tacky, pitiful","These are quite possibly the ugliest pearls I have ever seen. There was a deal and I thought, ""Eh. At that price ($4.50!! I should have KNOWN!) they'll be good for a little gift for someone - heck, I'll get two."" Boy, was I wrong. I would NEVER give these as a gift to ANYONE. Previous reviewer described them perfectly: orange, blemished, no clasp (though I couldn't manage that second star for them). Both sets are headed to my daughter's dress up box. I'm not sure even SHE will like them."
0,Poorly performing failure,"Do not buy this product. The very first time I tried to use it, it short-circuited and could not be used. I was overseas and left stranded with no ability to charge my cell phone or camera. I had to go out and hunt down another converterin a strange country. Worse yet, when I returned from my trip, the manufacturer refused to refund my money, saying it was longer than 30 days since my purchase."
0,Not a good book,"Not a good book. Difficult to follow, difficult to understand. It's fiction and not to be believed. Don't waste your time or money."
1,like jazz,This is like a jazz album. Think about it. Ignore A.A.'s voice through a few listens. Musicians -> Play the parts without the vocals a few times. Punk and jazz meet here for Ant. And if push does come to a shove and you don't like it try Tina Marie.
1,good enough for a costume,I ordered a size small and i'm 5'4 128 lbs and it fits pretty good. Like another review said the body is pretty small but I feel like if I would have gotten a medium it would have been too loose. The part that covers the boobs is much too small so i'm going to need to attach some sort of straps to keep it up. I'm using it for a poison ivy costume so its going to be covered in leaves anyway so its good enough for me.
1,I did try it out on email translations!,"Haven't been to Spain as yet, but will try it out in Tulum this October. It's been helpful in translating emails from Spanish penpals."
0,OK guide to DFT,"I read this book to help me study for my Ph.D. comprehensive exams. It is slightly outdated for this field (published in 1997), and I would not recommend someone to read this book. The topics in it are covered in more detail in other texts. As a proceedings of a summer school in theoretical physics, the level of math and physics is probably beyond most non-physics majors. This book is not suitable for someone who is learning DFT, which I find surprising since this book is from a summer school. This book is more suitable for experienced hands; people who have several years of DFT simulations under their belt."
1,Still pretty funny...,"I've been a life long ""Simpson's"" fan, and though this season isn't as good as the earlier ones, this season is still very watchable; most episodes are amusing, but some had me laughing out loud. This season was around the time I stopped watching it on television, so some of these I'm seeing for the first time. I would recommend this to any ""Simpson's"" fan."
0,Not worth buying -- even used.,"Low-brow as expected - given the cast - but with none of the satiric, ironic, or even pseudo-sociological value I've come to expect from viewing similar movies.This is a movie that apparently, distantly, dreams of somehow being camp, relevant or fun.Fail.Whatever the intention, this is a movie not worthy of time or money."
0,"Cynical, heartless slapdash quickie gets everything wrong","This film is bad on every way possible to be bad. It looks like it was shot in five days by people who'd never seen a film before and never read the book. It's obviously just a cheap riopoff designed to steal people's money. Fine. Nothing wrong with that. Plenty of ripoffs can be fun. Trancers was more fun than Blade Runner for me, but I'm not pretending it was better like some people are with this. This is just boring, goes on forever and doesn't care - as long as they've got three hours of something they can call War of the Worlds they can get on to DVD at the same time as the big movie, they don't care.Here's what they give you for your money: No love, no care, no fun. If you want to encourage the kind of people who make this kind of crap, fine, buy it. But they'll be laughing at your gullibility, promise you that."
1,Incredibly versatile iPod sound system,"This is by far the best and most versatile iPod sound system out of the many I have purchased. Let's start with it's looks first. It is sleek and modern in appearance with small removable cube speakers that are unobtrusive in any environment. You simply insert the iPod in the dock and move the two removable speakers anywhere within 150 feet of the base. The included remote will control your iPod and uses radiofrequency so you don't have to be in line of sight with the base unit. This means you can get rid of your outdoor speakers (unless there are birds nesting in them) and bring these babies outside along with your remote! Sound quality is excellent and fully charged speakers will supposedly work for 10 hours before needing to be returned to the charging base. Definitely worth the money for quality, looks, and versatility."
1,DEBT VIRUS,This book should be required reading. It is written so anyone can understand. There are things in this book that everyone should know. I believe we could change the world's debt problems not just USA's. Anyone who has anything to to with running a country needs this information.
0,Not pleased,"Was a little dissapointed in the product, not as big as it seems in the picture and not as high quality as some of the other attachments we have purchased."
0,I can't use it on my computer,"I can't use it on my computer, I didn't realize that when I bought it, but I have Windows 7."
0,Mixed Review,"A mix of rambling presumptuous points/stories and half stolen self-help/philosophical concepts, this book is too big, too long, too confusing, and promises way too much. This elitist and authoritarian book does make some good arguments that will attract many individuals seeking direction and purpose. Religious individuals with a strong sense of self and faith will find this book offensive and may think of it as abhorrently ""evil"". If you wanted a good self-help book, look elsewhere. If you want a different philosophical perspective of the world from an almost cultish anti-religious frame of mind, then this is a great book to SKIM."
1,Good product good price,"Full version of office, taking some getting used to but overall seems to bbe pretty good. The only complaint I have is the activation key it comes with does not work with the pre-installed trial versions...I had to put in the disk and install it to get it to work."
0,I 2nd the Motion: Like Listening to a Migraine Headache,"God-awful, repititive boring stuff. Just say ""NO.&quot"
1,This pillow is just what I was looking for,"If you want a firm pillow this is for you. I had a Niken pillow for about 10 years. It was my favorite, but it wore out. I looked to buy another, but they no longer made the style I liked and the new style that company makes now is different. I tried the isocool gusseted side sleeper and it is a quality product, but not perfect. This pillow took a little getting used to. It is firm, but the ""notch"" is really comfortable in the neck and shoulder area. I have a neck injury and this pillow really helps me to be comfortable while sleeping."
